Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,1.07826875075381
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Caribbean small states,CSS,0.242432106737581
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,4.79988608115663
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central Europe and the Baltics,CEB,3.61549905965019
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,1.79999952119844
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,1.01511841603346
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,2.64644793533979
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.7491448297984
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,9.1633807029076
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,1.64461325883687
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,1.67927372879697
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,4.53562869858659
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,0.988024995480515
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,6.50050830791793
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,-1.76214500529781
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Early-demographic dividend,EAR,4.50224122641356
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific,EAS,3.91805971477237
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (excluding high income),EAP,6.48472518816905
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,6.4846862561556
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-8.28496885545763
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,1.44421310300862
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Euro area,EMU,2.03593752330076
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia,ECS,1.70189027270651
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (excluding high income),ECA,-0.644390366665235
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,-0.00439421534488815
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,European Union,EUU,2.22441594288476
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,5.56346080746575
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,0.210290275684116
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fragile and conflict affected situations,FCS,2.29327120633658
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,1.27418032469893
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,4.01282756491337
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,4.71587913378204
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,2.7749280945405
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,1.7207335002516
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,-0.219147178263057
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,6.2287104622871
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,0.09999452777447
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,4.79677983138016
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,3.00581407784517
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,4.98028071122611
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,2.08358477504262
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,2.43679189094041
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,3.14808382902419
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,3.64720062312524
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,3.95712220060858
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,3.68821952458799
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,4.14148973775484
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,4.23243240381672
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,4.18305587396372
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,3.01992456355764
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,26.2760572694316
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMY,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,2.50783606159001
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,0.731730561315075
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,0.996498915206701
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,1.21943813894599
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,2.38268685636369
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,1.19999999999956
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,3.4970484032486
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,2.61193540870619
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,KSV,3.91577233682496
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,1.84699926221793
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,7.3503860077324
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,3.70651470628253
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,-0.294477779160388
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,-0.440093378572016
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,-0.293370941343227
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,2.7383702002187
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,3.55293788967879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,1.30000000005757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,1.6119404351862
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,0
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,1.61678997816566
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,3.7154747704494
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,4.41478883372798
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,5.30261490916723
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,4.84923322229909
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,-20.3487325573108
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macedonia, FYR",MKD,3.6652803609359
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,2.82618133136032
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,4.96878521601461
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,2.84664349798271
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,5.96258159051517
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,6.15495823516812
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,0.634421183637883
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,3.46866413216178
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,3.77268553486101
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,3.08698679062461
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,3.70560971241834
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,-0.500000006226458
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,3.15119138092896
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,6.60972321382343
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,5.29522234840429
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nauru,NRU,2.8081883152409
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Netherlands,NLD,1.95171098230912
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,3.392999933052
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,2.44618724564474
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Northern Mariana Islands,MNP,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Norway,NOR,1.61102710806024
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,2.12400259894736
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Oman,OMN,5.65307373907712
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,2.52416582498425
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,4.0441858651775
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Palau,PLW,9.36309199782252
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Panama,PAN,5.77739363081788
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,3.94091076226562
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,1.4502479722216
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,1.85660841046342
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,3.31040694048808
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,3.55101568700967
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROM,3.66295968988968
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,-3.72667344001421
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,1.63477602628133
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,3.97325511223774
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Saudi Arabia,SAU,3.48561679152148
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,0.757715153115953
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,3.49781386633354
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,-20.5987707153392
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,2.008372345195
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,3.83108477990184
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,2.31664485939768
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,2.22577088425054
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,3.73443983402491
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,1.26465137815678
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,7.10972726191932
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,7.10972726191932
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,-6.34977795213875
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,3.21428640203662
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,3.76291155021656
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,2.370013159148
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,1.60308378436656
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,3.01312503830842
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,3.01275530592331
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,3.01312503830842
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,4.90604517452817
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Suriname,SUR,-0.299980646409921
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Swaziland,SWZ,1.86720331123303
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,4.12388430127406
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Switzerland,CHE,0.842236937577141
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Syrian Arab Republic,SYR,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tajikistan,TJK,6
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Thailand,THA,2.82833528757919
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Timor-Leste,TMP,4.3
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tonga,TON,3.70620111701494
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Trinidad and Tobago,TTO,-0.578521567736374
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tunisia,TUN,0.9946425233517
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkey,TUR,3.97194514959554
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkmenistan,TKM,6.49999990951666
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turks and Caicos Islands,TCA,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tuvalu,TUV,2.64214723629119
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ukraine,UKR,-9.86978436230361
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Arab Emirates,ARE,3.75764285270105
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,2.22150212833063
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United States,USA,2.59614804050973
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,3.21985808202932
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uruguay,URY,0.982258642999142
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uzbekistan,UZB,7.99999999716303
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vanuatu,VUT,-0.801094177413049
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Venezuela, RB",VEN,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Virgin Islands (U.S.),VIR,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,West Bank and Gaza,WBG,12.3932429187616
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2.62947969127758
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Yemen, Rep.",YEM,-28.0968348895933
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zambia,ZMB,2.91988111018713
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zimbabwe,ZWE,0.474263932413606
GDP (current US$),NY.GDP.MKTP.CD,India,IND,2095398349095.54
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,195078665827.565
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,271049886672.733
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1143793184190.1
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,193599379094.859
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,189111139010.075
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,292080155633.31
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,292451392606.609
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,21194888047.8339
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,1774724818900.48
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,18049954289.4229
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,100176808000
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,32997684515.1954
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,61539711686.6936
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,27093938619.3333
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,481066152870.266
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,861933968740.332
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,82316172384.325
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,19331286549.3323
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,62600906116.0987
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,68102618092.1031
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,11007720594138.9
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,2057947621.19283
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,63794152886.0397
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,12692562187.4933
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,240796388428.74
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,63398041540.367
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,20420967148.9362
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,8290986804.45245
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,53047140347.4527
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,37543361203.5609
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,25850200000
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,27529249701.1469
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,45628247290.4618
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,8765329889.9646
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,4087903912.67555
